event_id,game_session,timestamp,event_data,installation_id,event_count,event_code,game_time,title,type,world
1325467d,2b9d5af79bcdb79f,2019-08-06T04:58:46.937Z,"{""coordinates"":{""x"":234,""y"":593,""stage_width"":1015,""stage_height"":762},""event_count"":50,""game_time"":32397,""event_code"":4070}",0006a69f,50,4070,32397,Sandcastle Builder (Activity),Activity,MAGMAPEAK
1325467d,2b9d5af79bcdb79f,2019-08-06T04:58:47.361Z,"{""coordinates"":{""x"":242,""y"":626,""stage_width"":1015,""stage_height"":762},""event_count"":51,""game_time"":32822,""event_code"":4070}",0006a69f,51,4070,32822,Sandcastle Builder (Activity),Activity,MAGMAPEAK
1325467d,2b9d5af79bcdb79f,2019-08-06T04:58:47.719Z,"{""coordinates"":{""x"":244,""y"":624,""stage_width"":1015,""stage_height"":762},""event_count"":52,""game_time"":33180,""event_code"":4070}",0006a69f,52,4070,33180,Sandcastle Builder (Activity),Activity,MAGMAPEAK
1325467d,2b9d5af79bcdb79f,2019-08-06T04:58:48.275Z,"{""coordinates"":{""x"":238,""y"":635,""stage_width"":1015,""stage_height"":762},""event_count"":53,""game_time"":33730,""event_code"":4070}",0006a69f,53,4070,33730,Sandcastle Builder (Activity),Activity,MAGMAPEAK
5e812b27,2b9d5af79bcdb79f,2019-08-06T04:58:49.138Z,"{""size"":0,""coordinates"":{""x"":782,""y"":207,""stage_width"":1015,""stage_height"":762},""event_count"":54,""game_time"":34588,""event_code"":4030}",0006a69f,54,4030,34588,Sandcastle Builder (Activity),Activity,MAGMAPEAK
b2dba42b,2b9d5af79bcdb79f,2019-08-06T04:58:49.737Z,"{""description"":""Fill it up!"",""identifier"":""Dot_FillItUp"",""media_type"":""audio"",""total_duration"":800,""event_count"":55,""game_time"":35197,""event_code"":3010}",0006a69f,55,3010,35197,Sandcastle Builder (Activity),Activity,MAGMAPEAK
9ee1c98c,2b9d5af79bcdb79f,2019-08-06T04:58:49.739Z,"{""size"":3,""sand"":1,""duration"":225,""coordinates"":{""x"":568,""y"":587,""stage_width"":1015,""stage_height"":762},""filled"":false,""event_count"":56,""game_time"":35197,""event_code"":4021}",0006a69f,56,4021,35197,Sandcastle Builder (Activity),Activity,MAGMAPEAK
1bb5fbdb,2b9d5af79bcdb79f,2019-08-06T04:58:50.430Z,"{""description"":""Fill it up!"",""identifier"":""Dot_FillItUp"",""media_type"":""audio"",""duration"":700,""event_count"":57,""game_time"":35897,""event_code"":3110}",0006a69f,57,3110,35897,Sandcastle Builder (Activity),Activity,MAGMAPEAK
5e812b27,2b9d5af79bcdb79f,2019-08-06T04:58:50.811Z,"{""size"":0,""coordinates"":{""x"":782,""y"":207,""stage_width"":1015,""stage_height"":762},""event_count"":58,""game_time"":36263,""event_code"":4030}",0006a69f,58,4030,36263,Sandcastle Builder (Activity),Activity,MAGMAPEAK
9ee1c98c,2b9d5af79bcdb79f,2019-08-06T04:58:51.696Z,"{""size"":2,""sand"":1,""duration"":509,""coordinates"":{""x"":253,""y"":623,""stage_width"":1015,""stage_height"":762},""filled"":false,""event_count"":59,""game_time"":37155,""event_code"":4021}",0006a69f,59,4021,37155,Sandcastle Builder (Activity),Activity,MAGMAPEAK
5e812b27,2b9d5af79bcdb79f,2019-08-06T04:58:52.654Z,"{""size"":0,""coordinates"":{""x"":782,""y"":207,""stage_width"":1015,""stage_height"":762},""event_count"":60,""game_time"":38105,""event_code"":4030}",0006a69f,60,4030,38105,Sandcastle Builder (Activity),Activity,MAGMAPEAK
9ee1c98c,2b9d5af79bcdb79f,2019-08-06T04:58:53.522Z,"{""size"":2,""sand"":2,""duration"":492,""coordinates"":{""x"":253,""y"":623,""stage_width"":1015,""stage_height"":762},""filled"":true,""event_count"":61,""game_time"":38980,""event_code"":4021}",0006a69f,61,4021,38980,Sandcastle Builder (Activity),Activity,MAGMAPEAK
5e812b27,2b9d5af79bcdb79f,2019-08-06T04:58:54.497Z,"{""size"":2,""coordinates"":{""x"":253,""y"":623,""stage_width"":1015,""stage_height"":762},""event_count"":62,""game_time"":39947,""event_code"":4030}",0006a69f,62,4030,39947,Sandcastle Builder (Activity),Activity,MAGMAPEAK
84538528,2b9d5af79bcdb79f,2019-08-06T04:58:56.026Z,"{""size"":2,""castles_placed"":[{""size"":3,""position"":{""x"":584,""y"":235,""stage_width"":1015,""stage_height"":762}},{""size"":2,""position"":{""x"":315,""y"":192,""stage_width"":1015,""stage_height"":762}},{""size"":1,""position"":{""x"":590,""y"":241,""stage_width"":1015,""stage_height"":762}}],""duration"":1542,""coordinates"":{""x"":834,""y"":239,""stage_width"":1015,""stage_height"":762},""event_count"":63,""game_time"":41489,""event_code"":4020}",0006a69f,63,4020,41489,Sandcastle Builder (Activity),Activity,MAGMAPEAK
b2dba42b,2b9d5af79bcdb79f,2019-08-06T04:58:56.029Z,"{""description"":""So cool!"",""identifier"":""Dot_SoCool"",""media_type"":""audio"",""total_duration"":1000,""event_count"":64,""game_time"":41489,""event_code"":3010}",0006a69f,64,3010,41489,Sandcastle Builder (Activity),Activity,MAGMAPEAK
1bb5fbdb,2b9d5af79bcdb79f,2019-08-06T04:58:57.246Z,"{""description"":""So cool!"",""identifier"":""Dot_SoCool"",""media_type"":""audio"",""duration"":1225,""event_count"":65,""game_time"":42714,""event_code"":3110}",0006a69f,65,3110,42714,Sandcastle Builder (Activity),Activity,MAGMAPEAK
1325467d,2b9d5af79bcdb79f,2019-08-06T04:58:59.108Z,"{""coordinates"":{""x"":251,""y"":607,""stage_width"":1015,""stage_height"":762},""event_count"":66,""game_time"":44564,""event_code"":4070}",0006a69f,66,4070,44564,Sandcastle Builder (Activity),Activity,MAGMAPEAK
5e812b27,2b9d5af79bcdb79f,2019-08-06T04:59:00.322Z,"{""size"":0,""coordinates"":{""x"":782,""y"":207,""stage_width"":1015,""stage_height"":762},""event_count"":67,""game_time"":45772,""event_code"":4030}",0006a69f,67,4030,45772,Sandcastle Builder (Activity),Activity,MAGMAPEAK
9ee1c98c,2b9d5af79bcdb79f,2019-08-06T04:59:01.355Z,"{""size"":2,""sand"":1,""duration"":659,""coordinates"":{""x"":253,""y"":623,""stage_width"":1015,""stage_height"":762},""filled"":false,""event_count"":68,""game_time"":46814,""event_code"":4021}",0006a69f,68,4021,46814,Sandcastle Builder (Activity),Activity,MAGMAPEAK
5e812b27,2b9d5af79bcdb79f,2019-08-06T04:59:04.272Z,"{""size"":0,""coordinates"":{""x"":782,""y"":207,""stage_width"":1015,""stage_height"":762},""event_count"":69,""game_time"":49731,""event_code"":4030}",0006a69f,69,4030,49731,Sandcastle Builder (Activity),Activity,MAGMAPEAK
9ee1c98c,2b9d5af79bcdb79f,2019-08-06T04:59:05.282Z,"{""size"":2,""sand"":2,""duration"":625,""coordinates"":{""x"":253,""y"":623,""stage_width"":1015,""stage_height"":762},""filled"":true,""event_count"":70,""game_time"":50739,""event_code"":4021}",0006a69f,70,4021,50739,Sandcastle Builder (Activity),Activity,MAGMAPEAK
5e812b27,2b9d5af79bcdb79f,2019-08-06T04:59:06.390Z,"{""size"":2,""coordinates"":{""x"":253,""y"":623,""stage_width"":1015,""stage_height"":762},""event_count"":71,""game_time"":51839,""event_code"":4030}",0006a69f,71,4030,51839,Sandcastle Builder (Activity),Activity,MAGMAPEAK
84538528,2b9d5af79bcdb79f,2019-08-06T04:59:09.513Z,"{""size"":2,""castles_placed"":[{""size"":3,""position"":{""x"":584,""y"":235,""stage_width"":1015,""stage_height"":762}},{""size"":2,""position"":{""x"":842,""y"":187,""stage_width"":1015,""stage_height"":762}},{""size"":2,""position"":{""x"":315,""y"":192,""stage_width"":1015,""stage_height"":762}},{""size"":1,""position"":{""x"":590,""y"":241,""stage_width"":1015,""stage_height"":762}}],""duration"":2651,""coordinates"":{""x"":324,""y"":206,""stage_width"":1015,""stage_height"":762},""event_count"":72,""game_time"":54973,""event_code"":4020}",0006a69f,72,4020,54973,Sandcastle Builder (Activity),Activity,MAGMAPEAK
b2dba42b,2b9d5af79bcdb79f,2019-08-06T04:59:09.515Z,"{""description"":""So cool!"",""identifier"":""Dot_SoCool"",""media_type"":""audio"",""total_duration"":1000,""event_count"":73,""game_time"":54973,""event_code"":3010}",0006a69f,73,3010,54973,Sandcastle Builder (Activity),Activity,MAGMAPEAK
1bb5fbdb,2b9d5af79bcdb79f,2019-08-06T04:59:10.724Z,"{""description"":""So cool!"",""identifier"":""Dot_SoCool"",""media_type"":""audio"",""duration"":1217,""event_count"":74,""game_time"":56190,""event_code"":3110}",0006a69f,74,3110,56190,Sandcastle Builder (Activity),Activity,MAGMAPEAK
1325467d,2b9d5af79bcdb79f,2019-08-06T04:59:16.509Z,"{""coordinates"":{""x"":736,""y"":372,""stage_width"":1015,""stage_height"":762},""event_count"":75,""game_time"":61965,""event_code"":4070}",0006a69f,75,4070,61965,Sandcastle Builder (Activity),Activity,MAGMAPEAK
5e812b27,2b9d5af79bcdb79f,2019-08-06T04:59:17.138Z,"{""size"":0,""coordinates"":{""x"":782,""y"":207,""stage_width"":1015,""stage_height"":762},""event_count"":76,""game_time"":62590,""event_code"":4030}",0006a69f,76,4030,62590,Sandcastle Builder (Activity),Activity,MAGMAPEAK
9ee1c98c,2b9d5af79bcdb79f,2019-08-06T04:59:18.020Z,"{""size"":3,""sand"":2,""duration"":508,""coordinates"":{""x"":568,""y"":587,""stage_width"":1015,""stage_height"":762},""filled"":false,""event_count"":77,""game_time"":63482,""event_code"":4021}",0006a69f,77,4021,63482,Sandcastle Builder (Activity),Activity,MAGMAPEAK
1325467d,2b9d5af79bcdb79f,2019-08-06T04:59:18.684Z,"{""coordinates"":{""x"":769,""y"":275,""stage_width"":1015,""stage_height"":762},""event_count"":78,""game_time"":64131,""event_code"":4070}",0006a69f,78,4070,64131,Sandcastle Builder (Activity),Activity,MAGMAPEAK
1325467d,2b9d5af79bcdb79f,2019-08-06T04:59:19.252Z,"{""coordinates"":{""x"":845,""y"":294,""stage_width"":1015,""stage_height"":762},""event_count"":79,""game_time"":64707,""event_code"":4070}",0006a69f,79,4070,64707,Sandcastle Builder (Activity),Activity,MAGMAPEAK
5e812b27,2b9d5af79bcdb79f,2019-08-06T04:59:19.911Z,"{""size"":0,""coordinates"":{""x"":782,""y"":207,""stage_width"":1015,""stage_height"":762},""event_count"":80,""game_time"":65365,""event_code"":4030}",0006a69f,80,4030,65365,Sandcastle Builder (Activity),Activity,MAGMAPEAK
9ee1c98c,2b9d5af79bcdb79f,2019-08-06T04:59:20.782Z,"{""size"":3,""sand"":3,""duration"":492,""coordinates"":{""x"":568,""y"":587,""stage_width"":1015,""stage_height"":762},""filled"":true,""event_count"":82,""game_time"":66240,""event_code"":4021}",0006a69f,82,4021,66240,Sandcastle Builder (Activity),Activity,MAGMAPEAK
b2dba42b,2b9d5af79bcdb79f,2019-08-06T04:59:20.782Z,"{""description"":""Great job! You did it!"",""identifier"":""Dot_GreatJob"",""media_type"":""audio"",""total_duration"":1600,""event_count"":81,""game_time"":66240,""event_code"":3010}",0006a69f,81,3010,66240,Sandcastle Builder (Activity),Activity,MAGMAPEAK
1bb5fbdb,2b9d5af79bcdb79f,2019-08-06T04:59:22.427Z,"{""description"":""Great job! You did it!"",""identifier"":""Dot_GreatJob"",""media_type"":""audio"",""duration"":1650,""event_count"":83,""game_time"":67890,""event_code"":3110}",0006a69f,83,3110,67890,Sandcastle Builder (Activity),Activity,MAGMAPEAK
5e812b27,2b9d5af79bcdb79f,2019-08-06T04:59:22.865Z,"{""size"":3,""coordinates"":{""x"":568,""y"":587,""stage_width"":1015,""stage_height"":762},""event_count"":84,""game_time"":68315,""event_code"":4030}",0006a69f,84,4030,68315,Sandcastle Builder (Activity),Activity,MAGMAPEAK
84538528,2b9d5af79bcdb79f,2019-08-06T04:59:23.490Z,"{""size"":3,""castles_placed"":[{""size"":3,""position"":{""x"":584,""y"":235,""stage_width"":1015,""stage_height"":762}},{""size"":2,""position"":{""x"":327,""y"":154,""stage_width"":1015,""stage_height"":762}},{""size"":2,""position"":{""x"":842,""y"":187,""stage_width"":1015,""stage_height"":762}},{""size"":2,""position"":{""x"":315,""y"":192,""stage_width"":1015,""stage_height"":762}},{""size"":1,""position"":{""x"":590,""y"":241,""stage_width"":1015,""stage_height"":762}}],""duration"":642,""coordinates"":{""x"":589,""y"":456,""stage_width"":1015,""stage_height"":762},""event_count"":85,""game_time"":68957,""event_code"":4020}",0006a69f,85,4020,68957,Sandcastle Builder (Activity),Activity,MAGMAPEAK
b2dba42b,2b9d5af79bcdb79f,2019-08-06T04:59:23.492Z,"{""description"":""So cool!"",""identifier"":""Dot_SoCool"",""media_type"":""audio"",""total_duration"":1000,""event_count"":86,""game_time"":68957,""event_code"":3010}",0006a69f,86,3010,68957,Sandcastle Builder (Activity),Activity,MAGMAPEAK
1bb5fbdb,2b9d5af79bcdb79f,2019-08-06T04:59:24.707Z,"{""description"":""So cool!"",""identifier"":""Dot_SoCool"",""media_type"":""audio"",""duration"":1217,""event_count"":87,""game_time"":70174,""event_code"":3110}",0006a69f,87,3110,70174,Sandcastle Builder (Activity),Activity,MAGMAPEAK
5e812b27,2b9d5af79bcdb79f,2019-08-06T04:59:25.042Z,"{""size"":0,""coordinates"":{""x"":782,""y"":207,""stage_width"":1015,""stage_height"":762},""event_count"":88,""game_time"":70490,""event_code"":4030}",0006a69f,88,4030,70490,Sandcastle Builder (Activity),Activity,MAGMAPEAK
9ee1c98c,2b9d5af79bcdb79f,2019-08-06T04:59:25.905Z,"{""size"":1,""sand"":1,""duration"":492,""coordinates"":{""x"":820,""y"":629,""stage_width"":1015,""stage_height"":762},""filled"":true,""event_count"":89,""game_time"":71365,""event_code"":4021}",0006a69f,89,4021,71365,Sandcastle Builder (Activity),Activity,MAGMAPEAK
5e812b27,2b9d5af79bcdb79f,2019-08-06T04:59:26.529Z,"{""size"":1,""coordinates"":{""x"":820,""y"":629,""stage_width"":1015,""stage_height"":762},""event_count"":90,""game_time"":71982,""event_code"":4030}",0006a69f,90,4030,71982,Sandcastle Builder (Activity),Activity,MAGMAPEAK
84538528,2b9d5af79bcdb79f,2019-08-06T04:59:27.404Z,"{""size"":1,""castles_placed"":[{""size"":3,""position"":{""x"":584,""y"":235,""stage_width"":1015,""stage_height"":762}},{""size"":2,""position"":{""x"":327,""y"":154,""stage_width"":1015,""stage_height"":762}},{""size"":2,""position"":{""x"":842,""y"":187,""stage_width"":1015,""stage_height"":762}},{""size"":2,""position"":{""x"":315,""y"":192,""stage_width"":1015,""stage_height"":762}},{""size"":1,""position"":{""x"":590,""y"":241,""stage_width"":1015,""stage_height"":762}},{""size"":3,""position"":{""x"":594,""y"":405,""stage_width"":1015,""stage_height"":762}}],""duration"":892,""coordinates"":{""x"":596,""y"":434,""stage_width"":1015,""stage_height"":762},""event_count"":91,""game_time"":72874,""event_code"":4020}",0006a69f,91,4020,72874,Sandcastle Builder (Activity),Activity,MAGMAPEAK
b2dba42b,2b9d5af79bcdb79f,2019-08-06T04:59:27.405Z,"{""description"":""So cool!"",""identifier"":""Dot_SoCool"",""media_type"":""audio"",""total_duration"":1000,""event_count"":92,""game_time"":72874,""event_code"":3010}",0006a69f,92,3010,72874,Sandcastle Builder (Activity),Activity,MAGMAPEAK
1bb5fbdb,2b9d5af79bcdb79f,2019-08-06T04:59:28.624Z,"{""description"":""So cool!"",""identifier"":""Dot_SoCool"",""media_type"":""audio"",""duration"":1217,""event_count"":93,""game_time"":74091,""event_code"":3110}",0006a69f,93,3110,74091,Sandcastle Builder (Activity),Activity,MAGMAPEAK
1325467d,2b9d5af79bcdb79f,2019-08-06T04:59:28.801Z,"{""coordinates"":{""x"":479,""y"":575,""stage_width"":1015,""stage_height"":762},""event_count"":94,""game_time"":74257,""event_code"":4070}",0006a69f,94,4070,74257,Sandcastle Builder (Activity),Activity,MAGMAPEAK
1325467d,2b9d5af79bcdb79f,2019-08-06T04:59:38.523Z,"{""coordinates"":{""x"":473,""y"":556,""stage_width"":1015,""stage_height"":762},""event_count"":95,""game_time"":83983,""event_code"":4070}",0006a69f,95,4070,83983,Sandcastle Builder (Activity),Activity,MAGMAPEAK
b2dba42b,2b9d5af79bcdb79f,2019-08-06T04:59:39.401Z,"{""description"":""Drag the shovel to the molds to fill them up!"",""identifier"":""Dot_DragShovel"",""media_type"":""audio"",""total_duration"":2070,""event_count"":96,""game_time"":84858,""event_code"":3010}",0006a69f,96,3010,84858,Sandcastle Builder (Activity),Activity,MAGMAPEAK
1bb5fbdb,2b9d5af79bcdb79f,2019-08-06T04:59:41.490Z,"{""description"":""Drag the shovel to the molds to fill them up!"",""identifier"":""Dot_DragShovel"",""media_type"":""audio"",""duration"":2099,""event_count"":97,""game_time"":86958,""event_code"":3110}",0006a69f,97,3110,86958,Sandcastle Builder (Activity),Activity,MAGMAPEAK
37937459,2b9d5af79bcdb79f,2019-08-06T04:59:42.203Z,"{""castles_placed"":[{""size"":3,""position"":{""x"":584,""y"":235,""stage_width"":1015,""stage_height"":762}},{""size"":2,""position"":{""x"":327,""y"":154,""stage_width"":1015,""stage_height"":762}},{""size"":2,""position"":{""x"":842,""y"":187,""stage_width"":1015,""stage_height"":762}},{""size"":2,""position"":{""x"":315,""y"":192,""stage_width"":1015,""stage_height"":762}},{""size"":1,""position"":{""x"":590,""y"":241,""stage_width"":1015,""stage_height"":762}},{""size"":3,""position"":{""x"":594,""y"":405,""stage_width"":1015,""stage_height"":762}},{""size"":1,""position"":{""x"":601,""y"":383,""stage_width"":1015,""stage_height"":762}}],""molds"":[0,0,0],""event_count"":98,""game_time"":87658,""event_code"":4090}",0006a69f,98,4090,87658,Sandcastle Builder (Activity),Activity,MAGMAPEAK
b2dba42b,2b9d5af79bcdb79f,2019-08-06T04:59:42.203Z,"{""description"":""Drag the shovel to the molds to fill them up!"",""identifier"":""Dot_DragShovel"",""media_type"":""audio"",""total_duration"":2070,""event_count"":99,""game_time"":87658,""event_code"":3010}",0006a69f,99,3010,87658,Sandcastle Builder (Activity),Activity,MAGMAPEAK
1bb5fbdb,2b9d5af79bcdb79f,2019-08-06T04:59:44.270Z,"{""description"":""Drag the shovel to the molds to fill them up!"",""identifier"":""Dot_DragShovel"",""media_type"":""audio"",""duration"":2075,""event_count"":100,""game_time"":89733,""event_code"":3110}",0006a69f,100,3110,89733,Sandcastle Builder (Activity),Activity,MAGMAPEAK
37937459,2b9d5af79bcdb79f,2019-08-06T04:59:44.311Z,"{""castles_placed"":[{""size"":3,""position"":{""x"":584,""y"":235,""stage_width"":1015,""stage_height"":762}},{""size"":2,""position"":{""x"":327,""y"":154,""stage_width"":1015,""stage_height"":762}},{""size"":2,""position"":{""x"":842,""y"":187,""stage_width"":1015,""stage_height"":762}},{""size"":2,""position"":{""x"":315,""y"":192,""stage_width"":1015,""stage_height"":762}},{""size"":1,""position"":{""x"":590,""y"":241,""stage_width"":1015,""stage_height"":762}},{""size"":3,""position"":{""x"":594,""y"":405,""stage_width"":1015,""stage_height"":762}},{""size"":1,""position"":{""x"":601,""y"":383,""stage_width"":1015,""stage_height"":762}}],""molds"":[0,0,0],""event_count"":101,""game_time"":89767,""event_code"":4090}",0006a69f,101,4090,89767,Sandcastle Builder (Activity),Activity,MAGMAPEAK
b2dba42b,2b9d5af79bcdb79f,2019-08-06T04:59:44.312Z,"{""description"":""Drag the shovel to the molds to fill them up!"",""identifier"":""Dot_DragShovel"",""media_type"":""audio"",""total_duration"":2070,""event_count"":102,""game_time"":89767,""event_code"":3010}",0006a69f,102,3010,89767,Sandcastle Builder (Activity),Activity,MAGMAPEAK
27253bdc,f4d29a878230c9a0,2019-08-06T05:00:02.038Z,"{""event_code"": 2000, ""event_count"": 1}",0006a69f,1,2000,0,Slop Problem,Clip,MAGMAPEAK
6d90d394,0336db4dee65ad4b,2019-08-06T05:01:13.288Z,"{""version"":""1.0"",""level"":0,""round"":0,""event_count"":1,""game_time"":0,""event_code"":2000}",0006a69f,1,2000,0,Scrub-A-Dub,Game,MAGMAPEAK
7040c096,0336db4dee65ad4b,2019-08-06T05:01:15.242Z,"{""coordinates"":{""x"":1094,""y"":913,""stage_width"":2028,""stage_height"":1082},""level"":0,""round"":0,""event_count"":2,""game_time"":1944,""event_code"":4010}",0006a69f,2,4010,1944,Scrub-A-Dub,Game,MAGMAPEAK
5a848010,0336db4dee65ad4b,2019-08-06T05:01:17.105Z,"{""movie_id"":""scrubadub_intro"",""duration"":13766,""description"":""So the farmer wants to take a picture of his animals. But look at them, they're totally filthy! Could you help the farmer wash them up 'til they're all sparkly and clean?"",""level"":0,""round"":0,""event_count"":3,""game_time"":3810,""event_code"":2080}",0006a69f,3,2080,3810,Scrub-A-Dub,Game,MAGMAPEAK
c1cac9a2,0336db4dee65ad4b,2019-08-06T05:01:18.479Z,"{""movie_id"":""scrubadub_intro"",""duration"":13766,""description"":""So the farmer wants to take a picture of his animals. But look at them, they're totally filthy! Could you help the farmer wash them up 'til they're all sparkly and clean?"",""time_played"":1376,""level"":0,""round"":0,""event_count"":4,""game_time"":5186,""event_code"":2081}",0006a69f,4,2081,5186,Scrub-A-Dub,Game,MAGMAPEAK
26fd2d99,0336db4dee65ad4b,2019-08-06T05:01:20.345Z,"{""round_target"":{""size"":1,""type"":""Tub"",""animal"":""sheep""},""options"":[1,4],""animals"":[""sheep"",""cow""],""level"":1,""round"":1,""event_count"":6,""game_time"":7052,""event_code"":2020}",0006a69f,6,2020,7052,Scrub-A-Dub,Game,MAGMAPEAK
dcaede90,0336db4dee65ad4b,2019-08-06T05:01:20.345Z,"{""level"":1,""round"":0,""event_count"":5,""game_time"":7052,""event_code"":2040}",0006a69f,5,2040,7052,Scrub-A-Dub,Game,MAGMAPEAK
f71c4741,0336db4dee65ad4b,2019-08-06T05:01:20.345Z,"{""description"":""First you need to match the animals to the tubs that are just the right size!"",""identifier"":""tub_question"",""media_type"":""animation"",""total_duration"":4933,""level"":1,""round"":1,""event_count"":7,""game_time"":7052,""event_code"":3010}",0006a69f,7,3010,7052,Scrub-A-Dub,Game,MAGMAPEAK
f7e47413,0336db4dee65ad4b,2019-08-06T05:01:25.187Z,"{""description"":""First you need to match the animals to the tubs that are just the right size!"",""identifier"":""tub_question"",""media_type"":""animation"",""duration"":4834,""level"":1,""round"":1,""event_count"":8,""game_time"":11886,""event_code"":3110}",0006a69f,8,3110,11886,Scrub-A-Dub,Game,MAGMAPEAK
5c3d2b2f,0336db4dee65ad4b,2019-08-06T05:01:25.191Z,"{""size"":1,""item_type"":""Tub"",""position"":1,""animal"":""sheep"",""correct"":true,""coordinates"":{""x"":816,""y"":319,""stage_width"":2028,""stage_height"":1082},""level"":1,""round"":1,""event_count"":9,""game_time"":11886,""event_code"":4020}",0006a69f,9,4020,11886,Scrub-A-Dub,Game,MAGMAPEAK
08fd73f3,0336db4dee65ad4b,2019-08-06T05:01:26.464Z,"{""duration"":6117,""round_target"":{""size"":1,""type"":""Tub"",""animal"":""sheep""},""misses"":0,""level"":1,""round"":1,""event_count"":10,""game_time"":13169,""event_code"":2030}",0006a69f,10,2030,13169,Scrub-A-Dub,Game,MAGMAPEAK
f71c4741,0336db4dee65ad4b,2019-08-06T05:01:26.466Z,"{""description"":""Which tub is right for the cow?"",""identifier"":""cow_whichtub"",""media_type"":""animation"",""total_duration"":2466,""level"":1,""round"":2,""event_count"":12,""game_time"":13169,""event_code"":3010}",0006a69f,12,3010,13169,Scrub-A-Dub,Game,MAGMAPEAK
26fd2d99,0336db4dee65ad4b,2019-08-06T05:01:26.466Z,"{""round_target"":{""size"":4,""type"":""Tub"",""animal"":""cow""},""options"":[1,4],""animals"":[""cow""],""level"":1,""round"":2,""event_count"":11,""game_time"":13169,""event_code"":2020}",0006a69f,11,2020,13169,Scrub-A-Dub,Game,MAGMAPEAK
f7e47413,0336db4dee65ad4b,2019-08-06T05:01:26.582Z,"{""description"":""Which tub is right for the cow?"",""identifier"":""cow_whichtub"",""media_type"":""animation"",""duration"":117,""level"":1,""round"":2,""event_count"":13,""game_time"":13286,""event_code"":3110}",0006a69f,13,3110,13286,Scrub-A-Dub,Game,MAGMAPEAK
5c3d2b2f,0336db4dee65ad4b,2019-08-06T05:01:26.585Z,"{""size"":4,""item_type"":""Tub"",""position"":2,""animal"":""cow"",""correct"":true,""coordinates"":{""x"":1456,""y"":237,""stage_width"":2028,""stage_height"":1082},""level"":1,""round"":2,""event_count"":14,""game_time"":13286,""event_code"":4020}",0006a69f,14,4020,13286,Scrub-A-Dub,Game,MAGMAPEAK
73757a5e,0336db4dee65ad4b,2019-08-06T05:01:28.108Z,"{""description"":""Everybody's got a tub that's just the right size. All right!"",""identifier"":""tub_success"",""media_type"":""animation"",""total_duration"":4866,""level"":1,""round"":2,""event_count"":15,""game_time"":14811,""event_code"":3021}",0006a69f,15,3021,14811,Scrub-A-Dub,Game,MAGMAPEAK
2b9272f4,0336db4dee65ad4b,2019-08-06T05:01:33.003Z,"{""description"":""Everybody's got a tub that's just the right size. All right!"",""identifier"":""tub_success"",""media_type"":""animation"",""duration"":4900,""level"":1,""round"":2,""event_count"":16,""game_time"":19711,""event_code"":3121}",0006a69f,16,3121,19711,Scrub-A-Dub,Game,MAGMAPEAK
08fd73f3,0336db4dee65ad4b,2019-08-06T05:01:33.003Z,"{""duration"":6542,""round_target"":{""size"":4,""type"":""Tub"",""animal"":""cow""},""misses"":0,""level"":1,""round"":2,""event_count"":17,""game_time"":19711,""event_code"":2030}",0006a69f,17,2030,19711,Scrub-A-Dub,Game,MAGMAPEAK
37c53127,0336db4dee65ad4b,2019-08-06T05:01:33.003Z,"{""duration"":12659,""misses"":0,""level"":1,""round"":2,""event_count"":18,""game_time"":19711,""event_code"":2050}",0006a69f,18,2050,19711,Scrub-A-Dub,Game,MAGMAPEAK
f71c4741,0336db4dee65ad4b,2019-08-06T05:01:34.619Z,"{""description"":""Can you match the animals to the pails of water that are just the right size?"",""identifier"":""water_question"",""media_type"":""animation"",""total_duration"":4900,""level"":2,""round"":3,""event_count"":21,""game_time"":21328,""event_code"":3010}",0006a69f,21,3010,21328,Scrub-A-Dub,Game,MAGMAPEAK
dcaede90,0336db4dee65ad4b,2019-08-06T05:01:34.619Z,"{""level"":2,""round"":2,""event_count"":19,""game_time"":21328,""event_code"":2040}",0006a69f,19,2040,21328,Scrub-A-Dub,Game,MAGMAPEAK
26fd2d99,0336db4dee65ad4b,2019-08-06T05:01:34.619Z,"{""round_target"":{""size"":1,""type"":""Water"",""animal"":""sheep""},""options"":[1,4],""animals"":[""sheep"",""cow""],""level"":2,""round"":3,""event_count"":20,""game_time"":21328,""event_code"":2020}",0006a69f,20,2020,21328,Scrub-A-Dub,Game,MAGMAPEAK
f7e47413,0336db4dee65ad4b,2019-08-06T05:01:36.927Z,"{""description"":""Can you match the animals to the pails of water that are just the right size?"",""identifier"":""water_question"",""media_type"":""animation"",""duration"":2300,""level"":2,""round"":3,""event_count"":22,""game_time"":23628,""event_code"":3110}",0006a69f,22,3110,23628,Scrub-A-Dub,Game,MAGMAPEAK
5c3d2b2f,0336db4dee65ad4b,2019-08-06T05:01:36.930Z,"{""size"":4,""item_type"":""Water"",""position"":2,""animal"":""sheep"",""correct"":false,""coordinates"":{""x"":1310,""y"":211,""stage_width"":2028,""stage_height"":1082},""level"":2,""round"":3,""event_count"":23,""game_time"":23628,""event_code"":4020}",0006a69f,23,4020,23628,Scrub-A-Dub,Game,MAGMAPEAK
d88e8f25,0336db4dee65ad4b,2019-08-06T05:01:37.946Z,"{""description"":""The sheep isn't all that big, so she doesn't need so much water."",""identifier"":""sheep_water_smaller"",""media_type"":""animation"",""total_duration"":4166,""level"":2,""round"":3,""event_count"":24,""game_time"":24653,""event_code"":3020}",0006a69f,24,3020,24653,Scrub-A-Dub,Game,MAGMAPEAK
