game_session,installation_id,title,num_correct,num_incorrect,accuracy,accuracy_group
7c41c75cb2ba0d27,08987c08,Mushroom Sorter (Assessment),0,6,0,0
7f3e197dd7fa6798,08987c08,Mushroom Sorter (Assessment),1,1,0.5,2
820e7d34c03d53cb,08987c08,Cart Balancer (Assessment),0,1,0,0
868fc711fae3b05b,08987c08,Chest Sorter (Assessment),0,1,0,0
8750bc6a50e3273b,08987c08,Cart Balancer (Assessment),0,1,0,0
8910f432d27109eb,08987c08,Cauldron Filler (Assessment),1,5,0.16666666666666666,1
8973262bcb6c8b48,08987c08,Mushroom Sorter (Assessment),0,4,0,0
8a254bee25223557,08987c08,Chest Sorter (Assessment),0,4,0,0
8b615847d266f94b,08987c08,Chest Sorter (Assessment),0,1,0,0
8c8d5067b69f86c8,08987c08,Mushroom Sorter (Assessment),1,10,0.09090909090909091,1
8d1eeecba1f414c6,08987c08,Cauldron Filler (Assessment),0,5,0,0
8e33418b6268e2c8,08987c08,Mushroom Sorter (Assessment),0,4,0,0
9018dc09bdc6ad8f,08987c08,Mushroom Sorter (Assessment),0,2,0,0
9152ee289217a6bd,08987c08,Mushroom Sorter (Assessment),0,6,0,0
9480013377b1d5d9,08987c08,Mushroom Sorter (Assessment),0,1,0,0
94ccfcc2387f890a,08987c08,Chest Sorter (Assessment),0,1,0,0
95994da85e764e97,08987c08,Bird Measurer (Assessment),0,2,0,0
97db1bc17e99b611,08987c08,Cauldron Filler (Assessment),1,1,0.5,2
97fdb49959206675,08987c08,Mushroom Sorter (Assessment),0,7,0,0
9b112101fd8183a1,08987c08,Bird Measurer (Assessment),0,2,0,0
9d1d8a62a84f89bd,08987c08,Cauldron Filler (Assessment),0,8,0,0
9fa0c7706b16195b,08987c08,Mushroom Sorter (Assessment),1,0,1,3
a2e0112f319af2a9,08987c08,Cauldron Filler (Assessment),0,7,0,0
a34d85b815352748,08987c08,Mushroom Sorter (Assessment),0,1,0,0
a7bfa622f6c0d61b,08987c08,Chest Sorter (Assessment),0,1,0,0
a8991bbc398c5fd4,08987c08,Cart Balancer (Assessment),0,3,0,0
a8d00b1094893852,08987c08,Bird Measurer (Assessment),0,15,0,0
a908ccf609e40834,08987c08,Cauldron Filler (Assessment),1,2,0.3333333333333333,1
a96f346fd0b31836,08987c08,Mushroom Sorter (Assessment),0,1,0,0
ada8e5b3ac92816c,08987c08,Bird Measurer (Assessment),0,1,0,0
ae70b71393179d4e,08987c08,Chest Sorter (Assessment),0,2,0,0
afdad693029e1635,08987c08,Bird Measurer (Assessment),0,11,0,0
b0508b6b0880c1b7,08987c08,Cauldron Filler (Assessment),0,8,0,0
b2511d6dbfb60ab6,08987c08,Chest Sorter (Assessment),0,1,0,0
b32cc2d6eaa740d7,08987c08,Mushroom Sorter (Assessment),1,3,0.25,1
b3b9af999175814e,08987c08,Bird Measurer (Assessment),0,1,0,0
b5aaa5d664aac2e5,08987c08,Mushroom Sorter (Assessment),0,1,0,0
b75adcc2b21b760c,08987c08,Mushroom Sorter (Assessment),1,1,0.5,2
b845a1e3858efc28,08987c08,Cart Balancer (Assessment),0,7,0,0
b91efa292b1ba190,08987c08,Chest Sorter (Assessment),0,2,0,0
bc333412f56fa6ed,08987c08,Bird Measurer (Assessment),0,1,0,0
bf96d3ab4b0985c2,08987c08,Cauldron Filler (Assessment),1,5,0.16666666666666666,1
bfbe052b2afb9986,08987c08,Cauldron Filler (Assessment),1,0,1,3
c0be3c4469bf79cb,08987c08,Bird Measurer (Assessment),0,2,0,0
c1001c415ca4dfbc,08987c08,Mushroom Sorter (Assessment),1,1,0.5,2
c31848576df271a0,08987c08,Mushroom Sorter (Assessment),0,1,0,0
c49d86cdf8f314fc,08987c08,Mushroom Sorter (Assessment),1,1,0.5,2
c4a9cf396253ec4a,08987c08,Chest Sorter (Assessment),0,1,0,0
c685f380dceac4a2,08987c08,Cart Balancer (Assessment),0,4,0,0
c7e05dab63f493ef,08987c08,Mushroom Sorter (Assessment),0,1,0,0
d356953ad7c15ade,08987c08,Cauldron Filler (Assessment),1,3,0.25,1
d41ea307f119b35e,08987c08,Chest Sorter (Assessment),0,4,0,0
d4cc93a41a0f7ec8,08987c08,Chest Sorter (Assessment),0,2,0,0
d5f966c789fcac41,08987c08,Cauldron Filler (Assessment),1,2,0.3333333333333333,1
d9a7b4db12de4621,08987c08,Chest Sorter (Assessment),0,2,0,0
dfa3d245d869bd92,08987c08,Bird Measurer (Assessment),0,1,0,0
e160d226b2396022,08987c08,Mushroom Sorter (Assessment),1,4,0.2,1
e2b8646493155de2,08987c08,Chest Sorter (Assessment),0,1,0,0
e2f04b9531d6a5b3,08987c08,Cart Balancer (Assessment),0,2,0,0
e44b7df81985837a,08987c08,Mushroom Sorter (Assessment),0,5,0,0
e44f66c1783bdff6,08987c08,Cauldron Filler (Assessment),0,1,0,0
ea44313f4d1c79d7,08987c08,Cart Balancer (Assessment),0,3,0,0
ead379d743f53105,08987c08,Cart Balancer (Assessment),0,4,0,0
eadd9d0e593e269b,08987c08,Chest Sorter (Assessment),0,1,0,0
eb31a8e08c94ce51,08987c08,Cauldron Filler (Assessment),1,2,0.3333333333333333,1
ebe8549388c321da,08987c08,Bird Measurer (Assessment),0,1,0,0
eca7a8f3faecb57d,08987c08,Mushroom Sorter (Assessment),1,2,0.3333333333333333,1
ed9d1fcaad5f403b,08987c08,Bird Measurer (Assessment),0,4,0,0
ee513e5ede6839f5,08987c08,Mushroom Sorter (Assessment),0,2,0,0
f32d7e7f77862955,08987c08,Chest Sorter (Assessment),0,1,0,0
f3bddd21d4241e4b,08987c08,Cart Balancer (Assessment),0,2,0,0
f5aebf7b1dc21e96,08987c08,Cauldron Filler (Assessment),1,6,0.14285714285714285,1
f5fa84646466d872,08987c08,Bird Measurer (Assessment),0,2,0,0
f6e815cf74f874c7,08987c08,Mushroom Sorter (Assessment),1,0,1,3
f7ae0237798f52a6,08987c08,Cart Balancer (Assessment),0,2,0,0
f7dfa3c84ccec18f,08987c08,Cart Balancer (Assessment),0,2,0,0
f98db6ef4b9a1f29,08987c08,Chest Sorter (Assessment),0,1,0,0
fa5e87beab95f326,08987c08,Mushroom Sorter (Assessment),1,0,1,3
fa8dc10da551e098,08987c08,Mushroom Sorter (Assessment),0,6,0,0
fd27f7c1de0a63a8,08987c08,Cauldron Filler (Assessment),1,23,0.041666666666666664,1
ff96c9da0574abfb,08987c08,Cauldron Filler (Assessment),1,1,0.5,2
b6499d29ed85450a,08a47256,Mushroom Sorter (Assessment),1,0,1,3
425c64fc8747dbc0,08a6814c,Cart Balancer (Assessment),1,0,1,3
5f5093eb35f6e32e,08a6814c,Mushroom Sorter (Assessment),1,0,1,3
0a113a3d07591ef7,08d50b54,Chest Sorter (Assessment),1,2,0.3333333333333333,1
278be9c582337e3f,08d50b54,Cauldron Filler (Assessment),1,0,1,3
2e1294ae187fbe95,08d50b54,Cart Balancer (Assessment),1,0,1,3
4567fa48543bdac7,08d50b54,Cart Balancer (Assessment),1,0,1,3
71c99544bbbe2604,08d50b54,Chest Sorter (Assessment),1,0,1,3
78bc71fc23ce6cce,08d50b54,Cart Balancer (Assessment),1,0,1,3
810bbd61679954a4,08d50b54,Cart Balancer (Assessment),1,0,1,3
a11c4ed3e4f11d56,08d50b54,Cart Balancer (Assessment),1,0,1,3
a3ad65a45859b6b7,08d50b54,Cauldron Filler (Assessment),1,0,1,3
cbf48a7c629af623,08d50b54,Chest Sorter (Assessment),1,0,1,3
df1bdde3020318fe,08d50b54,Bird Measurer (Assessment),1,0,1,3
e2074fe962714052,08d50b54,Mushroom Sorter (Assessment),1,0,1,3
08dd7397cda34e10,08df1cd0,Cart Balancer (Assessment),1,0,1,3
3cc62141ee049b2d,08df9f9c,Cart Balancer (Assessment),1,0,1,3
57784efa63682312,08df9f9c,Chest Sorter (Assessment),0,5,0,0
756de01773e3933d,08df9f9c,Cart Balancer (Assessment),1,0,1,3
ec39d604013332f8,08df9f9c,Cart Balancer (Assessment),1,0,1,3
2d44829d27b9ddea,08e5c4e6,Mushroom Sorter (Assessment),1,0,1,3
4b51f8447316a6c5,08e5c4e6,Chest Sorter (Assessment),1,15,0.0625,1
f5646e3805aa96cd,08e5c4e6,Cart Balancer (Assessment),1,0,1,3
3893b3eb3a464299,08eee52e,Cart Balancer (Assessment),1,0,1,3
68abfc78f2f727cb,08eee52e,Chest Sorter (Assessment),0,5,0,0
c1c290b861bc1ba9,08eee52e,Mushroom Sorter (Assessment),1,0,1,3
9d68f13545cbfbe1,091d51e8,Cauldron Filler (Assessment),1,1,0.5,2
aa866f9deec74cd4,091d51e8,Chest Sorter (Assessment),1,6,0.14285714285714285,1
e605b835d39b4d8b,091d51e8,Cart Balancer (Assessment),1,0,1,3
9e3edd8f287070a3,091f80a9,Cauldron Filler (Assessment),1,0,1,3
aedb93d8fbba077d,0925babb,Cauldron Filler (Assessment),1,0,1,3
dc4db911c2893e70,092691b2,Chest Sorter (Assessment),0,7,0,0
00b0fd253b62a00a,09296168,Bird Measurer (Assessment),1,5,0.16666666666666666,1
09dc0433e9914627,09296168,Bird Measurer (Assessment),1,15,0.0625,1
164c7471134d1c64,09296168,Bird Measurer (Assessment),1,3,0.25,1
1c0efd1f3881d1b5,09296168,Cauldron Filler (Assessment),1,1,0.5,2
1d48e5c948da6a83,09296168,Mushroom Sorter (Assessment),1,0,1,3
2010df2cd5f34f76,09296168,Mushroom Sorter (Assessment),1,0,1,3
3520f8eb2c2cd2a1,09296168,Mushroom Sorter (Assessment),1,0,1,3
363e7ace880f7cd5,09296168,Mushroom Sorter (Assessment),1,0,1,3
44e26c39d6129c24,09296168,Cauldron Filler (Assessment),1,0,1,3
45645be6fa2a8962,09296168,Mushroom Sorter (Assessment),1,1,0.5,2
52a07f58dcbfdc1d,09296168,Mushroom Sorter (Assessment),1,1,0.5,2
545fc83da3a043c4,09296168,Chest Sorter (Assessment),0,5,0,0
556c9df6000f8430,09296168,Mushroom Sorter (Assessment),1,1,0.5,2
624fafa79e0c3f99,09296168,Cauldron Filler (Assessment),1,0,1,3
635e992215e14c2c,09296168,Bird Measurer (Assessment),0,4,0,0
75ca9af671a6f961,09296168,Chest Sorter (Assessment),0,2,0,0
7ef3f5c1bb2ba950,09296168,Cart Balancer (Assessment),1,0,1,3
a123548560d1f866,09296168,Chest Sorter (Assessment),0,7,0,0
a28c2c1d6e6e7893,09296168,Cauldron Filler (Assessment),1,0,1,3
aa42fdc4b609738b,09296168,Cauldron Filler (Assessment),1,0,1,3
af2c8772a7152cf8,09296168,Cauldron Filler (Assessment),1,0,1,3
b564fc8f62784017,09296168,Cauldron Filler (Assessment),1,0,1,3
b8dbe69a30ee695d,09296168,Bird Measurer (Assessment),1,4,0.2,1
c0791ba9e31b44c1,09296168,Mushroom Sorter (Assessment),1,1,0.5,2
c273dd62adbfc8a4,09296168,Cart Balancer (Assessment),1,2,0.3333333333333333,1
c3ef1b8879566f49,09296168,Cauldron Filler (Assessment),1,0,1,3
c7dd4488d95359b2,09296168,Cauldron Filler (Assessment),1,0,1,3
cc985300931cd1ac,09296168,Bird Measurer (Assessment),1,4,0.2,1
cd582bda7b064408,09296168,Cart Balancer (Assessment),1,0,1,3
cf623d484561e9a5,09296168,Cart Balancer (Assessment),1,3,0.25,1
d12d68d8bf176f5b,09296168,Bird Measurer (Assessment),1,0,1,3
dfe941840c015651,09296168,Cart Balancer (Assessment),1,5,0.16666666666666666,1
f1d4492b15f1c831,09296168,Bird Measurer (Assessment),1,0,1,3
f68b0aed6673e826,09296168,Cauldron Filler (Assessment),1,1,0.5,2
f8fce6bb1674b6f5,09296168,Chest Sorter (Assessment),1,0,1,3
fb9d347969e00bf1,09296168,Cart Balancer (Assessment),1,1,0.5,2
fe3dfe7e9617e73e,09296168,Mushroom Sorter (Assessment),1,3,0.25,1
81199400a4c34052,0938a8eb,Mushroom Sorter (Assessment),1,2,0.3333333333333333,1
cadde9ac6f02f474,099a3ab8,Cauldron Filler (Assessment),1,0,1,3
284e2294fbe6692d,09a22787,Cart Balancer (Assessment),1,0,1,3
d0b4a608c5350537,09a22787,Cart Balancer (Assessment),1,0,1,3
55080ad038d7a3bb,09bbf58e,Cauldron Filler (Assessment),1,0,1,3
afb6122a837620c3,09bbf58e,Mushroom Sorter (Assessment),1,1,0.5,2
07c5f45e5a01496b,09d4b5a0,Chest Sorter (Assessment),0,4,0,0
1656aaf5087cbcb8,09d4b5a0,Cauldron Filler (Assessment),1,0,1,3
4e28f7b8f0fee87c,09d4b5a0,Mushroom Sorter (Assessment),1,1,0.5,2
6af189c319d32496,09d4b5a0,Bird Measurer (Assessment),0,3,0,0
a0dbd9c4a77c68fc,09d4b5a0,Cart Balancer (Assessment),1,0,1,3
bf8d171e392b4778,09d4b5a0,Cart Balancer (Assessment),1,1,0.5,2
2abd0c29943c1289,09ffa409,Chest Sorter (Assessment),0,1,0,0
a2eccd4103c10b7b,09ffa409,Cart Balancer (Assessment),1,1,0.5,2
aae45a29505b841b,09ffa409,Cauldron Filler (Assessment),1,0,1,3
73ec9318e0896f6e,0a00abf7,Mushroom Sorter (Assessment),1,0,1,3
26a1d3bb370ce46d,0a0957ca,Mushroom Sorter (Assessment),1,0,1,3
2f80ef49fdf5108e,0a0957ca,Bird Measurer (Assessment),1,0,1,3
3598a15c40e6c310,0a0957ca,Cart Balancer (Assessment),1,1,0.5,2
3645204c72db992b,0a0957ca,Chest Sorter (Assessment),1,2,0.3333333333333333,1
b8e4dcb7ee4f0d1b,0a0957ca,Cauldron Filler (Assessment),1,0,1,3
574a1459663e69d0,0a0b1178,Chest Sorter (Assessment),0,2,0,0
7d08b2f6d51200e8,0a2bea41,Cart Balancer (Assessment),1,0,1,3
8af33d9c10d6e0d5,0a2bea41,Cart Balancer (Assessment),1,0,1,3
e3f84613183d7ae8,0a2bea41,Mushroom Sorter (Assessment),0,1,0,0
137c47683b9de90a,0a313708,Mushroom Sorter (Assessment),1,1,0.5,2
3afcd955b27ec16b,0a313708,Mushroom Sorter (Assessment),1,0,1,3
534e33f21732bd63,0a313708,Chest Sorter (Assessment),0,1,0,0
63037ef03a15594f,0a313708,Cart Balancer (Assessment),1,0,1,3
6669cb504c44bacf,0a313708,Cauldron Filler (Assessment),1,1,0.5,2
674b889c623347a0,0a313708,Cart Balancer (Assessment),1,1,0.5,2
6c50a494530a9ca6,0a313708,Cart Balancer (Assessment),1,1,0.5,2
6e4117185d8c5d95,0a313708,Cart Balancer (Assessment),1,0,1,3
77a10298eea07ac7,0a313708,Bird Measurer (Assessment),0,3,0,0
7abb107c3cfaa30b,0a313708,Cart Balancer (Assessment),1,0,1,3
80971000814dae76,0a313708,Bird Measurer (Assessment),1,0,1,3
a21f38993b683b59,0a313708,Bird Measurer (Assessment),1,4,0.2,1
af02c30fc2918774,0a313708,Cauldron Filler (Assessment),1,0,1,3
d49fd2ca253d61b5,0a313708,Cauldron Filler (Assessment),1,1,0.5,2
d52be21b11acf76d,0a313708,Chest Sorter (Assessment),0,1,0,0
dd573b2dd3f05a8f,0a313708,Chest Sorter (Assessment),0,2,0,0
f33fc3f5e530195f,0a386c5e,Mushroom Sorter (Assessment),1,0,1,3
e2f3ea1e283f2c02,0a45d619,Cauldron Filler (Assessment),1,0,1,3
09735167b30734b3,0a90d04c,Bird Measurer (Assessment),1,2,0.3333333333333333,1
2bfb0cf4333d6f7e,0a90d04c,Chest Sorter (Assessment),0,2,0,0
68c34b397e9f328b,0a90d04c,Mushroom Sorter (Assessment),1,0,1,3
737a3ce573998bd4,0a90d04c,Cauldron Filler (Assessment),1,2,0.3333333333333333,1
7f2398696a0db995,0a90d04c,Bird Measurer (Assessment),0,2,0,0
8169de3059b78203,0a90d04c,Cart Balancer (Assessment),1,1,0.5,2
8bbc92b95d4eb096,0a90d04c,Cauldron Filler (Assessment),1,8,0.1111111111111111,1
af96dfbf32d09776,0a90d04c,Cart Balancer (Assessment),1,1,0.5,2
b1e215fcf4d00d4d,0a90d04c,Bird Measurer (Assessment),1,3,0.25,1
dff526713b89ac23,0a90d04c,Chest Sorter (Assessment),0,3,0,0
f56d527e489ee896,0a90d04c,Mushroom Sorter (Assessment),0,2,0,0
fa1fe814f961ed7f,0a90d04c,Bird Measurer (Assessment),0,2,0,0
24a8c6327f9ecf6c,0ab39a3b,Cart Balancer (Assessment),1,1,0.5,2
e57c26a3957adc44,0ab39a3b,Cauldron Filler (Assessment),1,1,0.5,2
ec7a7f2e6e774859,0ab39a3b,Cart Balancer (Assessment),1,0,1,3
ac7160c1563a98a5,0b105ef6,Cauldron Filler (Assessment),1,0,1,3
0f0142bac675e929,0b2fe8e3,Bird Measurer (Assessment),1,1,0.5,2
0fc1dfb9284e31ff,0b2fe8e3,Chest Sorter (Assessment),0,2,0,0
1a006171264da79c,0b2fe8e3,Cauldron Filler (Assessment),1,0,1,3
6b2fac0d6ff57dc9,0b2fe8e3,Cauldron Filler (Assessment),1,0,1,3
adb734c3c35dbfb0,0b2fe8e3,Cauldron Filler (Assessment),1,0,1,3
b5f9ddef30b29975,0b2fe8e3,Mushroom Sorter (Assessment),1,0,1,3
d7b3e9c24eacb644,0b2fe8e3,Cauldron Filler (Assessment),1,0,1,3
4998135d4bb80b51,0b51fa75,Bird Measurer (Assessment),1,0,1,3
9d43d8adb93c22b9,0b51fa75,Mushroom Sorter (Assessment),1,0,1,3
30b3e4da3b3e73fd,0b554988,Mushroom Sorter (Assessment),0,2,0,0
a82679c250a1ad60,0b554988,Mushroom Sorter (Assessment),1,4,0.2,1
016f0eb3d71c30a8,0b6d68e5,Cart Balancer (Assessment),1,3,0.25,1
26fe5615d6efbae3,0b6d68e5,Chest Sorter (Assessment),1,0,1,3
35ff056d00acad04,0b6d68e5,Cart Balancer (Assessment),1,0,1,3
64f3158b453e974c,0b6d68e5,Cart Balancer (Assessment),1,0,1,3
75e0b1f83c1745cf,0b6d68e5,Bird Measurer (Assessment),1,0,1,3
807f11be1fc4b1fa,0b6d68e5,Bird Measurer (Assessment),1,0,1,3
b6b54db3a6a001f3,0b6d68e5,Cart Balancer (Assessment),1,0,1,3
2ccc51db673c0cae,0b7ad11d,Mushroom Sorter (Assessment),0,2,0,0
327cc34c716a0c23,0b7ad11d,Mushroom Sorter (Assessment),0,1,0,0
643f798db99c1184,0b7ad11d,Mushroom Sorter (Assessment),0,1,0,0
b614a2597df4de67,0b80b297,Mushroom Sorter (Assessment),1,0,1,3
ef7401a291644690,0b80b297,Bird Measurer (Assessment),1,0,1,3
0cbd72afa1cb1833,0b9885aa,Mushroom Sorter (Assessment),1,1,0.5,2
82184e96eb84bc3f,0b9df2fe,Cauldron Filler (Assessment),1,2,0.3333333333333333,1
ab8456e20230d724,0b9df2fe,Mushroom Sorter (Assessment),1,0,1,3
c022674ab7f0b56c,0b9df2fe,Cart Balancer (Assessment),1,0,1,3
6c4c4dd1c4d03c05,0bb3bb7f,Cauldron Filler (Assessment),1,0,1,3
2815c4c8abe6be93,0bb876f0,Mushroom Sorter (Assessment),1,0,1,3
2ace68cc3f5b1e60,0bb876f0,Mushroom Sorter (Assessment),1,1,0.5,2
421217f23c80ec8d,0bb876f0,Chest Sorter (Assessment),1,0,1,3
9ca7a6f89e8dcf73,0bb876f0,Cart Balancer (Assessment),1,0,1,3
ed6a272c4568cc8a,0bb876f0,Cart Balancer (Assessment),1,0,1,3
061fbd16ba83db63,0bbdf324,Mushroom Sorter (Assessment),1,1,0.5,2
2f7946ab0dfd6281,0bbdf324,Mushroom Sorter (Assessment),1,0,1,3
4252bf36652c1166,0be4126e,Bird Measurer (Assessment),0,6,0,0
aa762e59a7bcf384,0be4126e,Mushroom Sorter (Assessment),1,0,1,3
19dfde89e93f06f2,0be831c0,Mushroom Sorter (Assessment),0,1,0,0
362653c6c7b46ab6,0be831c0,Chest Sorter (Assessment),0,6,0,0
6a7975ee65abbe84,0be831c0,Cauldron Filler (Assessment),1,0,1,3
89c028f2f25518c9,0be831c0,Mushroom Sorter (Assessment),0,3,0,0
e4f318ba601ac697,0be831c0,Cart Balancer (Assessment),0,1,0,0
6c61d41627539116,0bed589b,Cauldron Filler (Assessment),1,0,1,3
700aa42dd734f0e4,0bed589b,Mushroom Sorter (Assessment),1,0,1,3
b259dde6ac1a5387,0bed589b,Bird Measurer (Assessment),1,0,1,3
b5f8564bf2ba8bde,0bed589b,Chest Sorter (Assessment),1,0,1,3
0cd4b201df6f8731,0bf95a69,Cart Balancer (Assessment),1,0,1,3
c34b302ae4dab2fd,0c11e6a6,Cauldron Filler (Assessment),1,0,1,3
03fbf594c77d908f,0c565b53,Chest Sorter (Assessment),0,4,0,0
621536283b2ceff4,0c565b53,Cauldron Filler (Assessment),1,0,1,3
d3fa839460ac8014,0ca9ff42,Mushroom Sorter (Assessment),1,5,0.16666666666666666,1
5d5a8dd33d5a0412,0cb081d8,Mushroom Sorter (Assessment),1,0,1,3
9507dce5cf79f15d,0cb56246,Bird Measurer (Assessment),1,0,1,3
abdcb438657be84c,0cb56246,Mushroom Sorter (Assessment),1,0,1,3
08ef542a5e2eba09,0cc1d512,Mushroom Sorter (Assessment),1,0,1,3
770694057c9c34d3,0cc1d512,Cart Balancer (Assessment),1,0,1,3
beeb10616498cf58,0cc1d512,Chest Sorter (Assessment),0,1,0,0
0bca967cb0dcc005,0cc2a247,Cart Balancer (Assessment),1,0,1,3
12b4fa0157d79cb4,0cc2a247,Chest Sorter (Assessment),1,1,0.5,2
210633fd86bcd739,0cc2a247,Cauldron Filler (Assessment),1,0,1,3
301c65c6b90a5532,0cc2a247,Cauldron Filler (Assessment),1,0,1,3
61b6a7253ba2ecf2,0cc2a247,Mushroom Sorter (Assessment),1,0,1,3
b6dc4fe295621be6,0cc2a247,Bird Measurer (Assessment),1,0,1,3
fd9f92d1ad868f7b,0cc2a247,Chest Sorter (Assessment),1,1,0.5,2
e62f033ab81c78f3,0cd05f81,Cauldron Filler (Assessment),1,0,1,3
d79e6c1ca4f57067,0ceb6116,Mushroom Sorter (Assessment),0,1,0,0
08c9e731fbbb24a0,0cec1323,Cart Balancer (Assessment),0,4,0,0
26e58d1c53a7ecae,0cec1323,Cauldron Filler (Assessment),0,1,0,0
98e9dd94cbbcf2db,0cec1323,Chest Sorter (Assessment),0,2,0,0
5144ee9bb0fa0c90,0cf2a23c,Cauldron Filler (Assessment),1,0,1,3
5fd6bce2542a8934,0cf2a23c,Bird Measurer (Assessment),1,4,0.2,1
6369b94def2a7f5d,0cf2a23c,Cauldron Filler (Assessment),1,1,0.5,2
6b798095a8f9cc77,0cf2a23c,Chest Sorter (Assessment),1,0,1,3
742ded6e8229652f,0cf2a23c,Bird Measurer (Assessment),1,1,0.5,2
74e192087bd5b0b1,0cf2a23c,Cart Balancer (Assessment),1,0,1,3
83ea10316282e84b,0cf2a23c,Cart Balancer (Assessment),1,0,1,3
840b893d29965dbb,0cf2a23c,Mushroom Sorter (Assessment),1,1,0.5,2
8b6a159b5089ea8f,0cf2a23c,Chest Sorter (Assessment),1,5,0.16666666666666666,1
aa7f1c8eca5d3cf4,0cf2a23c,Mushroom Sorter (Assessment),1,0,1,3
cd5cc9b93d4f2349,0cf2a23c,Cart Balancer (Assessment),1,0,1,3
e5af52ffe619d557,0cf2a23c,Chest Sorter (Assessment),1,2,0.3333333333333333,1
f1bd7d588661040e,0cf2a23c,Chest Sorter (Assessment),1,2,0.3333333333333333,1
13297dbcaec5c963,0d09ed83,Cauldron Filler (Assessment),1,1,0.5,2
58fbf11dd652b6d1,0d09ed83,Mushroom Sorter (Assessment),1,0,1,3
726633a995bef305,0d09ed83,Cauldron Filler (Assessment),1,0,1,3
730900785940a50e,0d09ed83,Bird Measurer (Assessment),1,1,0.5,2
76da46fcc3913fb7,0d09ed83,Bird Measurer (Assessment),1,0,1,3
eaabf00784d7afb3,0d09ed83,Chest Sorter (Assessment),1,0,1,3
e9041e9d84abce65,0d230220,Mushroom Sorter (Assessment),0,1,0,0
647e60488de8d958,0d5a0603,Cauldron Filler (Assessment),1,1,0.5,2
050db086bba8dd19,0d5a1a5e,Mushroom Sorter (Assessment),1,0,1,3
0e14acc93333ae78,0d5a1a5e,Cart Balancer (Assessment),1,0,1,3
10b773bdc59ccc99,0d5a1a5e,Cart Balancer (Assessment),1,0,1,3
1255b6ad26757a2f,0d5a1a5e,Cart Balancer (Assessment),1,0,1,3
27f2c848b68eefa2,0d5a1a5e,Mushroom Sorter (Assessment),1,0,1,3
323f73ebb4c9fa2a,0d5a1a5e,Bird Measurer (Assessment),1,0,1,3
39d498ae5f9c9944,0d5a1a5e,Bird Measurer (Assessment),1,0,1,3
3e32717ccdc780c5,0d5a1a5e,Bird Measurer (Assessment),1,0,1,3
43ee4bfbb7d7a608,0d5a1a5e,Bird Measurer (Assessment),1,0,1,3
49f62eb1308e9fcc,0d5a1a5e,Cauldron Filler (Assessment),1,0,1,3
64d6059300e47afc,0d5a1a5e,Bird Measurer (Assessment),1,1,0.5,2
6753dc0b42ab32e1,0d5a1a5e,Cauldron Filler (Assessment),1,0,1,3
6ea6c154f7f2520d,0d5a1a5e,Chest Sorter (Assessment),0,2,0,0
6ed4f652932878d1,0d5a1a5e,Cart Balancer (Assessment),1,2,0.3333333333333333,1
7108ab4a9f986898,0d5a1a5e,Mushroom Sorter (Assessment),1,0,1,3
7565e46b8e6f8d42,0d5a1a5e,Mushroom Sorter (Assessment),1,0,1,3
7986e95aa48a6344,0d5a1a5e,Mushroom Sorter (Assessment),1,0,1,3
7b3b79eae79abb17,0d5a1a5e,Cart Balancer (Assessment),1,0,1,3
9395b638ac41129f,0d5a1a5e,Cart Balancer (Assessment),1,0,1,3
9d70403d1c27006a,0d5a1a5e,Mushroom Sorter (Assessment),1,0,1,3
a1af223e47ee5d3f,0d5a1a5e,Bird Measurer (Assessment),1,1,0.5,2
b0063eac7c20b097,0d5a1a5e,Cauldron Filler (Assessment),1,0,1,3
b6f54b3d25765308,0d5a1a5e,Bird Measurer (Assessment),1,1,0.5,2
bb2e9d661f46a95f,0d5a1a5e,Mushroom Sorter (Assessment),1,0,1,3
bf8671b6ff474fad,0d5a1a5e,Chest Sorter (Assessment),0,1,0,0
c37eaaffd5cca516,0d5a1a5e,Cauldron Filler (Assessment),1,0,1,3
cd96d0960bf968d2,0d5a1a5e,Cauldron Filler (Assessment),1,1,0.5,2
d8da744620638dcd,0d5a1a5e,Bird Measurer (Assessment),1,0,1,3
e2a4e9683940bae5,0d5a1a5e,Cauldron Filler (Assessment),1,1,0.5,2
e58d8b42c5d0308c,0d5a1a5e,Bird Measurer (Assessment),0,1,0,0
e82d87bbb2d08e74,0d5a1a5e,Cauldron Filler (Assessment),1,1,0.5,2
eacbc8d31ba10549,0d5a1a5e,Cauldron Filler (Assessment),1,0,1,3
ef30394119f85bba,0d5a1a5e,Cauldron Filler (Assessment),1,0,1,3
f2364ffacc290a91,0d5a1a5e,Cart Balancer (Assessment),1,0,1,3
f4c4b7268806dd0f,0d5a1a5e,Mushroom Sorter (Assessment),1,0,1,3
faf87556d3aba941,0d5a1a5e,Bird Measurer (Assessment),1,0,1,3
ff077da2fa20bae7,0d5a1a5e,Chest Sorter (Assessment),0,2,0,0
07e20e32a844e0a0,0d7a9eb6,Mushroom Sorter (Assessment),1,0,1,3
0a685b24ee195bae,0d7a9eb6,Cauldron Filler (Assessment),1,1,0.5,2
11d95fc0d60773d7,0d7a9eb6,Bird Measurer (Assessment),1,1,0.5,2
13f4edefb6b9574e,0d7a9eb6,Chest Sorter (Assessment),0,1,0,0
140573e202410bbf,0d7a9eb6,Bird Measurer (Assessment),0,6,0,0
329353ba4fa2faf4,0d7a9eb6,Chest Sorter (Assessment),1,0,1,3
